CGCMT17P8,308711008,8,8-011,20171117,,HOLIDAY INN ARLINGTON NORTHEAST RANGERS BALLPARK,1311 WET N WILD WAY,ARLINGTON,TX,76011,,LO,2008,2013,,147,6,0.02174860,0.02174860,691986.0805,N,,20170423,19200000,,,,,,,,,,,,,,,,,,,20170929,5568856,3808855,1760001,3.0821,19200000,20170423,0.7830,,,,,,,,,,,,,,,,20170929,,,,,,,,,1537247,2.6920,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-012,20171117,,RESIDENCE INN TOLEDO MAUMEE,1370 ARROWHEAD DRIVE,MAUMEE,OH,43537,,LO,2008,2016,,108,6,0.02152210,0.02152210,684779.416750,N,,20170423,19000000,,,,,,,,,,,,,,,,,,,20170929,4066425,2394232,1672193,2.9591,19000000,20170423,0.8170,,,,,,,,,,,,,,,,20170929,,,,,,,,,1468872,2.5993,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-013,20171117,,RESIDENCE INN WILLIAMSBURG,1648 RICHMOND ROAD,WILLIAMSBURG,VA,23185,,LO,1999,2012,,108,6,0.02061590,0.02061590,655946.398250,N,,20170423,18200000,,,,,,,,,,,,,,,,,,,20170929,3955706,2438734,1516972,2.8025,18200000,20170423,0.73,,,,,,,,,,,,,,,,20170929,,,,,,,,,1358744,2.5101,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-014,20171117,,HAMPTON INN SUITES WACO SOUTH,2501 MARKETPLACE DRIVE,WACO,TX,76711,,LO,2008,2013,,123,6,0.01903010,0.01903010,605490.206750,N,,20170423,16800000,,,,,,,,,,,,,,,,,,,20170929,4293843,2707299,1586544,3.1752,16800000,20170423,0.7770,,,,,,,,,,,,,,,,20170929,,,,,,,,,1414790,2.8315,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-015,20171117,,HOLIDAY INN LOUISVILLE AIRPORT FAIR EXPO,447 FARMINGTON AVENUE,LOUISVILLE,KY,40209,,LO,2008,,,106,6,0.01869020,0.01869020,594675.4385,N,,20170423,16500000,,,,,,,,,,,,,,,,,,,20170929,4185314,2629135,1556179,3.1711,16500000,20170423,0.7290,,,,,,,,,,,,,,,,20170929,,,,,,,,,1388766,2.8299,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-016,20171117,,COURTYARD TYLER,7424 SOUTH BROADWAY AVENUE,TYLER,TX,75703,,LO,2010,2016,,121,6,0.01835040,0.01835040,583863.8520,N,,20170423,16200000,,,,,,,,,,,,,,,,,,,20170929,3341363,1954350,1387013,2.8787,16200000,20170423,0.5880,,,,,,,,,,,,,,,,20170929,,,,,,,,,1253358,2.6013,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-017,20171117,,HILTON GARDEN INN EDISON RARITAN CENTER,50 RARITAN CENTER PARKWAY,EDISON,NJ,08837,,LO,2002,2014,,132,6,0.01835040,0.01835040,583863.8520,Y,,20170423,16200000,,,,,,,,,,,,,,,,,,,20170929,5848958,4297602,1551356,3.2198,16200000,20170423,0.7810,,,,,,,,,,,,,,,,20170929,,,,,,,,,1317398,2.7342,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-018,20171117,,HILTON GARDEN INN ST PAUL OAKDALE,420 INWOOD AVENUE NORTH,OAKDALE,MN,55128,,LO,2005,2013,,116,6,0.01812390,0.01812390,576657.188250,N,,20170423,16000000,,,,,,,,,,,,,,,,,,,20170929,4891094,3005604,1885490,3.9622,16000000,20170423,0.80,,,,,,,,,,,,,,,,20170929,,,,,,,,,1689846,3.5511,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-019,20171117,,RESIDENCE INN GRAND RAPIDS WEST,3451 RIVERTOWN POINT COURT SOUTHWEST,GRANDVILLE,MI,49418,,LO,2000,2017,,90,6,0.01789730,0.01789730,569447.342750,N,,20170423,15800000,,,,,,,,,,,,,,,,,,,20170929,3115120,1853236,1261884,2.6853,15800000,20170423,0.7260,,,,,,,,,,,,,,,,20170929,,,,,,,,,1106128,2.3539,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT17P8,308711008,8,8-020,20171117,,"PEORIA  AZ RESIDENCE INN",8435 WEST PARADISE LANE,PEORIA,AZ,85382,,LO,1998,2013,,90,6,0.017784,0.017784,565842.42,N,,20170423,15700000,,,,,,,,,,,,,,,,,,,20170929,3248247,1960291,1287956,2.7583,15700000,20170423,0.8080,,,,,,,,,,,,,,,,20170929,,,,,,,,,1158026,2.48,,,,,,,CMSA,,,,,,,N,,,,,,,,
